	type	lambda	psi	psi_p	p	pn	R_naught	infectious_time	partner_removal_time	lambda_error	psi_error	psi_p_error	p_error	pn_error	R_naught_error	infectious_time_error	partner_removal_time_error
38	BDPN(psi)	0.4124859700309864	0.1464807054504095	67.39954640963738	0.5722301648348229	0.2699541202943194	2.81597476447594	6.826837684356634	0.0148368951019677	-0.015261275789837242	0.0	0.026454396142036925	0.057324015015916	0.015048192853423903	-0.015261275789837055	0.0	-0.025772597634608194
38	BDPN(lambda)	0.4188785917420199	0.0862694006817559	51.43219130099797	0.8822244999181003	0.281069957079896	4.8554712149588815	11.591595537900588	0.0194430759161645	-2.65046494739202e-16	-0.41105280441892683	-0.21671878111365425	0.36731835009919334	0.026164029639000497	0.6979450916874973	0.6979450916874975	0.2766806810736248
39	BDPN(psi)	0.218131300015395	0.0769415406863854	20.695411272197163	0.9	0.5675404752444191	2.8350264118637893	12.996880372801622	0.0483198901847111	0.03446011634100143	0.0	-0.057412383067298615	0.08551089783015553	0.005626896373837509	0.03446011634100114	0.0	0.06090933302744294
39	BDPN(lambda)	0.210864871994243	0.0750813794572819	20.68870350811163	0.9	0.5675674521630594	2.808484254264615	13.318881555299033	0.0483355566291488	0.0	-0.024176292968781814	-0.057717893080178787	0.08551089783015553	0.005653873292477796	0.024775267084188597	0.024775267084188778	0.06125330477604948
39	BDPN(p)	0.2227396386503623	0.0782340598934557	20.702680511331444	0.8144891021698445	0.5609010773025954	2.847092927986912	12.782156535936714	0.0483029238389037	0.05631457977715468	0.016798717513841245	-0.05708130026336801	0.0	-0.001012501567986157	0.03886301347815695	-0.016521182830478053	0.060536820702898515
40	BDPN(psi)	0.198191915290869	0.1842622758432492	73.90866610220814	0.7822052850888034	0.1341475432913269	1.0755968056069691	5.427046829979967	0.0135302130688856	0.042603471000823914	0.0	0.08931098600744433	-0.10498915949721288	-0.03787579132972782	0.04260347100082416	0.0	-0.08198851122835848
40	BDPN(lambda)	0.1900932816774714	0.1586401713127372	71.93619030062331	0.9	0.1420287346548577	1.1982669969684328	6.303573626560435	0.0139012087771255	0.0	-0.13905236116973055	0.06023943494834592	0.01280555541398376	-0.029994599966196994	0.16151082237550976	0.1615108223755097	-0.05681682171281036
40	BDPN(p)	0.1868071668183943	0.1596982927355134	71.95107524177227	0.8871944445860163	0.1416156918632819	1.1697505566185211	6.26180770545972	0.0138983329524926	-0.01728685427532678	-0.13330988665651908	0.060458818286927854	0.0	-0.0304076427577728	0.13386910799478682	0.15381493870080243	-0.0570119435515614
41	BDPN(psi)	0.3007016347880865	0.1710807244594223	51.266899717870686	0.9	0.6653669236123816	1.7576593490484556	5.84519385897962	0.0195057630850148	-0.04316095913247167	0.0	0.02595381418619693	0.07660007335352703	-0.019889834220076952	-0.04316095913247185	0.0	-0.025297253957563593
41	BDPN(p)	0.3061396490995702	0.1549214267635026	51.26221405289781	0.823399926646473	0.6596417698070135	1.9760962411410767	6.454885040056876	0.0195075460253841	-0.025857081148266833	-0.09445422765761338	0.025860044602364574	0.0	-0.02561498802544504	0.07575226852631119	0.10430640895521782	-0.025208160448818802
41	BDPN(lambda)	0.3142656412884785	0.1477593671632715	50.432431882398376	0.9	0.6647621651724953	2.1268745753439813	6.767760441847435	0.0198285103984647	0.0	-0.13631785445053016	0.009254433819334471	0.07660007335352703	-0.02049459265996323	0.15783335935907955	0.15783335935907952	-0.009169574598066364
42	BDPN(lambda)	0.2828458149809785	0.05	32.15527335484764	0.8916924492501028	0.5959188867158997	5.65691629961957	20.0	0.0310990980846145	-3.925188091256783e-16	-0.33326192073188826	-0.07996642526927779	0.2996399478594648	-0.01792394361366423	0.4998393388565951	0.4998393388565956	0.08691685549919238
42	BDPN(p)	0.2763086036511616	0.0622345750526292	32.134304643996465	0.592052501390638	0.5881821935358436	4.439792565748196	16.068238582079818	0.0311193912884879	-0.023112278787849917	-0.17011677930685729	-0.08056638651945916	0.0	-0.025660636793720326	0.1771387791118668	0.2049888165768318	0.08762610517846171
42	BDPN(psi)	0.2613850276613934	0.0749919669428297	32.21015604074443	0.7128237912420018	0.6006135503093889	3.48550702584799	13.33476158536222	0.0310461085235055	-0.07587450894766984	0.0	-0.07839611009455584	0.12077128985136376	-0.013229280020174983	-0.07587450894766964	0.0	0.08506486458363031
43	BDPN(psi)	0.4592277749621185	0.1498998475853905	8.910902077198845	0.2490897625720875	0.2697258540050556	3.0635639886192614	6.671120859081255	0.1122220838402874	-0.0028989598384918207	0.0	-0.1377413335041216	0.0020590276174514144	-0.009767752319723266	-0.0028989598384916966	0.0	0.15974479452191137
43	BDPN(lambda)	0.4605629283946327	0.1008011024737357	8.553965691135879	0.3235030832466678	0.2812422078675277	4.569026698042662	9.920526417462105	0.1169048411120304	0.0	-0.3275436626690743	-0.17228009171335323	0.07647234829203173	0.0017486015427488066	0.4870853979444105	0.4870853979444103	0.2081381515517327
43	BDPN(p)	0.459179697998425	0.1272486532268064	8.597356508237297	0.2470307349546361	0.2781952988994162	3.608523048019917	7.8586293421716	0.1163148229391069	-0.003003347232112594	-0.15110885516865408	-0.16808140253823928	0.0	-0.001298307425362688	0.17446937553573696	0.17800734062160106	0.20204068408984532
44	BDPN(psi)	0.2402772926109469	0.1497833950797889	51.220379975742965	0.1955043352104987	0.1488707396946981	1.6041650844070685	6.676307473650898	0.0195234787495442	-0.0014676489701227911	0.0	-0.07517244088031788	0.012183848970169692	-0.03862340781619358	-0.0014676489701231231	0.0	0.08128265657639956
44	BDPN(lambda)	0.2406304536484242	0.1443070458037837	51.17099408539134	0.1997820675866636	0.1493038515605304	1.6674892920724935	6.92966857182922	0.0195423211503621	0.0	-0.03656179159971627	-0.07606414516776115	0.016461581346334575	-0.0381902959503613	0.037949285466292774	0.037949285466292844	0.08232621861132275
44	BDPN(p)	0.2428993440760722	0.1489548469288723	51.18509581757702	0.183320486240329	0.1488471075774058	1.6306911059568248	6.713443843002382	0.0195369371499075	0.009428941321629155	-0.005531642212244295	-0.07580952638979001	0.0	-0.038647039933485894	0.01504380045550594	0.005562411482402411	0.08202803269941435
45	BDPN(p)	0.2076183472933035	0.1413643982397164	64.53762509909224	0.2897247228897788	0.5165787243067279	1.4686749271994075	7.073916859209954	0.0154948372901014	-0.009369741858155124	-0.08034857801621216	0.023937290214297503	0.0	-0.12376971772606793	0.07718015158933594	0.0873685138689739	-0.023377691625323226
45	BDPN(lambda)	0.2095820772552814	0.1163949193113185	64.67446390400187	0.4544217762334812	0.5400456846791851	1.8006119038127224	8.591440295820176	0.0154620531757994	0.0	-0.24278846449849212	0.02610833934850712	0.16469705334370238	-0.10030275735361072	0.3206349257974407	0.3206349257974406	-0.0254440377758629
45	BDPN(psi)	0.2100195813161537	0.1537151956279022	64.8227203931408	0.3123295784890618	0.5165872549179387	1.3662903036896064	6.505537698567525	0.0154266898077578	0.0020875070359159718	0.0	0.02846053851159248	0.02260485559928299	-0.12376118711485717	0.0020875070359162216	0.0	-0.027672951412197295
46	BDPN(psi)	0.2710380684306851	0.1114028125726336	25.41357936281226	0.1598371660598521	0.6949463532497305	2.4329553462034066	8.976434049616197	0.0393490419324127	0.003066767060660549	0.0	0.07266352280223574	0.0021080657985811935	-0.09602873315344129	0.003066767060660255	0.0	-0.06774120799075126
46	BDPN(lambda)	0.2702093991459036	0.0751249528425905	25.364494613790992	0.2069530026120489	0.6983792170318696	3.596799584181756	13.311156442191743	0.0394251892350454	0.0	-0.3256458153279592	0.07059173987668442	0.049223902350778004	-0.09259586937130226	0.48290026625449195	0.4829002662544917	-0.06593712359934323
46	BDPN(p)	0.2652778412876431	0.0859067589097838	25.33804788277108	0.1577291002612709	0.6958183586648528	3.087974038995328	11.640527621932094	0.0394663394996566	-0.018250874595215787	-0.22886364423004674	0.06947546879745445	0.0	-0.09515672773831907	0.2731200105648514	0.2967875169126659	-0.06496219018055277
47	BDPN(p)	0.1428786676005559	0.1060492348888623	34.515927808640946	0.6415355560318845	0.4371451050414767	1.347286170902508	9.429582410924338	0.0289721315198038	0.03422932927760528	-0.09194003069652742	0.04115566206209335	0.0	-0.059471773058106914	0.13894386300379663	0.10124885338470553	-0.039528827015724376
47	BDPN(lambda)	0.138149889541766	0.0896409090223518	34.45221844257766	0.9	0.4673300357847589	1.5411477979023889	11.155620920250271	0.0290257070576376	0.0	-0.23243839353978185	0.039233900967594514	0.2584644439681155	-0.0292868423148247	0.30282701946456525	0.3028270194645653	-0.03775271469788123
47	BDPN(psi)	0.1359838886732865	0.1167865983236849	34.82316354169024	0.7990058372738762	0.4558675957023541	1.1643792235166786	8.562626314608519	0.0287165179235597	-0.015678629028687358	0.0	0.050423273954942185	0.1574702812419917	-0.040749282397229525	-0.015678629028687198	0.0	-0.0480028148701382
48	BDPN(lambda)	0.2281709448810731	0.0610354067347657	48.52583639366603	0.6100467794089095	0.7072776821325256	3.738337419010056	16.38393276128363	0.0206075788552616	0.0	-0.4149848998956142	-0.0026109099855389315	0.3288679536130086	-0.0753816201594848	0.7093575872170949	0.7093575872170949	0.002617744681262763
48	BDPN(psi)	0.2230016482374467	0.1043313355909531	48.64530077921456	0.3572309205259932	0.6896373925641235	2.13743691647693	9.584848064445868	0.0205569702310749	-0.022655367651305144	0.0	-0.00015546596547597955	0.07605209473009228	-0.09302190972788693	-0.022655367651305127	0.0	0.00015549013889885953
48	BDPN(p)	0.230222839955845	0.0971080461996463	48.62271737320235	0.2811788257959009	0.6812118488105972	2.3707905674729086	10.29780784533632	0.0205665181631978	0.00899279737760386	-0.06923413134119942	-0.000619640196069663	0.0	-0.10144745348141326	0.08404576419580731	0.07438404616293424	0.0006200243881024917
49	BDPN(psi)	0.2249897826691173	0.0708834117666997	38.54011766315164	0.4381964770901697	0.194816495679766	3.174082300237348	14.107673080005291	0.0259469887648034	-0.025349024460307627	0.0	0.11356606566776416	0.06861475789104088	-0.04596599424984499	-0.025349024460307273	0.0	-0.10198412933826811
49	BDPN(p)	0.234551959364319	0.0734503852327509	38.399955737208046	0.3695817191991288	0.1930574204437532	3.193338722745516	13.61463247376009	0.0260416966843281	0.01607412255418351	0.036214022464098376	0.10951627096309845	0.0	-0.04772506948585778	-0.01943604262565637	-0.034948400310181926	-0.09870632259231135
49	BDPN(lambda)	0.2308413866251289	0.0595366272877939	38.30087378265092	0.4789104491125441	0.1952172828168616	3.877300363510102	16.79638309315209	0.0261090649178079	-4.809462639505301e-16	-0.1600767259376812	0.10665342806056251	0.1093287299134153	-0.04556520711274939	0.19058493898313317	0.19058493898313322	-0.09637473246477528
50	BDPN(psi)	0.2885099055641102	0.1034560420448058	45.37060003300452	0.9	0.4850753992426582	2.788719729285211	9.665941014512326	0.0220407047575424	0.027040731438957407	0.0	-0.026246917965847424	0.008770866842799818	0.0052062348715372075	0.027040731438957463	0.0	0.026954387565084212
50	BDPN(p)	0.2884437123125699	0.10764193215818	45.43668476149124	0.8912291331572002	0.4854931456669065	2.679659371857997	9.290059923213732	0.0220086479735318	0.026805095974915417	0.040460566929105435	-0.024828594029365998	0.0	0.005623981295785507	-0.013124448333966374	-0.038887169985234754	0.025460748620546907
50	BDPN(lambda)	0.2809137911793306	0.107753599186505	45.42332226637373	0.9	0.4868658400210253	2.6070014672374104	9.280432463969507	0.0220151224108124	0.0	0.041539933838160674	-0.02511538262803735	0.008770866842799818	0.006996675649904305	-0.03988318881358995	-0.03988318881358994	0.0257624155520479
51	BDPN(p)	0.7930020204745992	0.1961694288769796	74.54801083918335	0.8240971039188634	0.6775556068260982	4.042434262129095	5.097634252822914	0.0134141741509001	0.043380506151588435	0.19612439857059108	-0.053647636650467304	0.0	-0.021953567868024382	-0.12769900237929846	-0.16396655632555163	0.05668886001465661
51	BDPN(lambda)	0.7600314705892993	0.1898869727992827	74.4609063494583	0.9	0.683070217380062	4.002546669658479	5.266290705771772	0.0134298660737061	0.0	0.15781772132480137	-0.054753387679659475	0.07590289608113665	-0.01643895731406053	-0.13630618915058848	-0.1363061891505883	0.05792497636701494
51	BDPN(psi)	0.7910164321243864	0.1640042031676711	74.4340895276852	0.9	0.6764451617849505	4.823147314801951	6.097404704790654	0.0134347045331703	0.04076799808179333	0.0	-0.05509381477324402	0.07590289608113665	-0.023064012909172038	0.040767998081793294	0.0	0.05830612142730245
52	BDPN(psi)	0.4849890726214136	0.1323232104075228	17.382526141803844	0.4166795592044142	0.5351009499903239	3.665185201657117	7.557253160048392	0.0575290376002982	0.03577546978526933	0.0	-0.0868957312454711	0.02473432370211781	-0.060562962009810595	0.03577546978526939	0.0	0.09516517906985181
52	BDPN(p)	0.4989493251305227	0.1003648251160369	17.184222536517883	0.3919452355022964	0.5348772955200161	4.971356494206627	9.963650101954029	0.0581929149180254	0.06558992936223965	-0.24151760823412588	-0.09731262157653514	0.0	-0.060786616480118405	0.404897385793449	0.31842216886779906	0.107803237203217
52	BDPN(lambda)	0.4682376506965921	0.0530405807118458	17.096469026459737	0.9	0.5513781461830326	8.827913352615658	18.85348890564965	0.0584916100776322	-1.1855336953078096e-16	-0.5991589038046015	-0.1019223143207666	0.5080547644977036	-0.04428576581710186	1.4947541793781762	1.4947541793781758	0.11348941850579428
53	BDPN(p)	0.6520439826595128	0.177148072421184	73.44182315208937	0.4626924025403173	0.1397427296604328	3.6807850841821455	5.644995095528999	0.0136162197107922	0.05587233141882865	0.013761531550667373	0.19866632180200197	0.0	-0.018497557375028395	0.04153915744242893	-0.013574722577624149	-0.1657394707672648
53	BDPN(psi)	0.6308079062069906	0.1747433364829056	73.95322772600323	0.5261088155459387	0.1401406715811319	3.609911078175503	5.722678873639485	0.0135220602365727	0.02148418253559317	0.0	0.20701311131860473	0.0634164130056214	-0.01809961545432931	0.021484182535593192	0.0	-0.17150858543074038
53	BDPN(lambda)	0.6175405522591245	0.1025488870541253	71.5893443451286	0.8563336824664558	0.1453963991390283	6.021913742790659	9.751446639027876	0.0139685592757918	0.0	-0.41314565054011526	0.16843145204451473	0.3936412799261385	-0.012843887896432898	0.7040003212387476	0.7040003212387473	-0.1441517615344872
54	BDPN(p)	0.3189335625612809	0.1144272885718782	23.7939290348536	0.7455183338879751	0.4974390506335416	2.7872159389754363	8.7391741295333	0.0420275272123065	0.08450522404043523	-0.08554255101426989	0.07901321944864986	0.0	0.013488841916065086	0.1859548251734542	0.09354459423907464	-0.07322729511045675
54	BDPN(psi)	0.3023349006750651	0.1251313428512121	23.939242885474552	0.9	0.512006717545261	2.416140463181615	7.991602880735114	0.0417724154762957	0.028062950034785213	0.0	0.08560294935661576	0.15448166611202496	0.028056508827784432	0.028062950034785115	0.0	-0.0788529078770001
54	BDPN(lambda)	0.2940820896860794	0.1047194196637212	23.78671228007953	0.9	0.5090544361458696	2.808286090874513	9.549327175525184	0.042040278127779	0.0	-0.16312398414649626	0.07868595219525364	0.15448166611202496	0.025104227428393133	0.19492013279903891	0.1949201327990389	-0.07294611748221864
55	BDPN(p)	0.1633272104552859	0.05	15.732548988099069	0.4837631196226665	0.1777792498969488	3.2665442091057177	20.0	0.0635624907798763	0.014558560084429212	-0.11214780071939268	0.26875138757030753	0.0	-0.02338814325627281	0.142711096403758	0.1263135922964018	-0.21182352208888955
55	BDPN(psi)	0.1659214777070231	0.05631567961482	15.916813031690124	0.4476686245608923	0.176069885089546	2.946274977801369	17.757043985612118	0.0628266473953683	0.030673670604346247	0.0	0.28361136106616724	-0.0360944950617742	-0.02509750806367561	0.03067367060434593	0.0	-0.22094799848966837
55	BDPN(lambda)	0.1609835221750967	0.05	15.7510218968515	0.5188910952068603	0.1787088513152739	3.2196704435019345	20.0	0.0634879442456931	0.0	-0.11214780071939268	0.27024113526661764	0.03512797558419378	-0.02245854183794771	0.12631359229640174	0.1263135922964018	-0.21274790098015228
56	BDPN(lambda)	0.2014025121375821	0.0523606296854801	15.689372894092294	0.9	0.6876422462431013	3.846449390455518	19.098318832428124	0.0637374104593142	0.0	-0.1315876292680374	-0.01181244477201633	0.30365162937948453	-0.004391636258875953	0.15152666371752077	0.15152666371752094	0.01195364656185125
56	BDPN(p)	0.2038659267189399	0.0667177441629031	15.718655892163277	0.5963483706205155	0.6707369612842174	3.055647778215722	14.988516361679189	0.0636186711421402	0.012231300172040617	0.10652822027581384	-0.009968069316805748	0.0	-0.021296921217759834	-0.0852187213808873	-0.09627248390399035	0.01006843214635194
56	BDPN(psi)	0.1886248525108108	0.0602946612118695	15.72047381547479	0.9	0.6954302123628319	3.1283839849104003	16.585216334263798	0.0636113142477695	-0.06344339745892853	0.0	-0.00985356829723518	0.30365162937948453	0.0033963298608545855	-0.06344339745892828	0.0	0.009951627336866387
57	BDPN(p)	0.506630092680791	0.1814197423198687	51.15397131037612	0.7121639462807007	0.1629408225740354	2.79258522916172	5.512079265534718	0.0195488243509484	0.00813205235580688	-0.07686950411262472	-0.10848331646587613	0.0	-0.014281369438613023	0.092079675459884	0.0832704633365321	0.12168400038889511
57	BDPN(psi)	0.493103903553696	0.1965266483212385	51.16214793765651	0.7598355402551827	0.16348699442553	2.509094353187555	5.088368465763585	0.0195457000988024	-0.018783413192432295	0.0	-0.10834081336301281	0.04767159397448206	-0.013735197587118414	-0.018783413192432215	0.0	0.1215047352022814
57	BDPN(lambda)	0.5025433835744988	0.150519818390475	54.89259753524996	0.9	0.1664544932227999	3.3387190401121294	6.64364341316054	0.018217392597569	0.0	-0.2340997026294452	-0.04332615334456145	0.18783605371929935	-0.010767698789848512	0.3056529726299141	0.30565297262991414	0.045288322134056515
58	BDPN(psi)	0.2571130256906427	0.1687600597279138	46.48273925179056	0.9	0.5847008847171197	1.523541921620421	5.925572683561896	0.0215133620801291	0.044250710147896596	0.0	0.00947351288400613	0.06102408918294788	0.05415294904019652	0.044250710147896964	0.0	-0.009384607682217706
58	BDPN(lambda)	0.2462177168682298	0.1597565804698597	46.417055701709984	0.9	0.5843747033904425	1.541205477383651	6.2595230635189	0.0215438050708408	0.0	-0.05335077074854159	0.008047052113711062	0.06102408918294788	0.05382676771351935	0.05635748606770357	0.05635748606770355	-0.00798281399349183
58	BDPN(p)	0.2607066400511527	0.1653525156400624	46.42744386233977	0.8389759108170521	0.5781216921148852	1.576671749093047	6.04768543211516	0.0215389846351451	0.058845981382716794	-0.020191650165005123	0.008272653555711945	0.0	0.04757375643796202	0.08066641967383922	0.020607754739388598	-0.008204778267604523
59	BDPN(psi)	0.5473663510174318	0.1283356359231992	62.80875483909757	0.9	0.4356998682615118	4.265115819778973	7.792067984908235	0.0159213473115616	-0.02532483497420127	0.0	0.008337920215166841	0.17029947641134124	0.0013669583514236971	-0.025324834974201394	0.0	-0.008268974168292736
59	BDPN(p)	0.5762120149621963	0.1292991188239437	62.78748612426866	0.7297005235886588	0.4254784939262867	4.456426464489509	7.734004756533725	0.0159267405294871	0.026039579760797134	0.007507524264897913	0.007996470177967903	0.0	-0.008854415983801378	0.018393962377026434	-0.007451581337196709	-0.00793303390889588
59	BDPN(lambda)	0.5615884867682491	0.1116881010168091	62.652880491930986	0.9	0.4310729999520167	5.028185470569775	8.953505260596195	0.0159609580939983	0.0	-0.1297187237717246	0.0058354981334125915	0.17029947641134124	-0.0032599099580714053	0.1490537913603222	0.1490537913603224	-0.00580164265851404
60	BDPN(psi)	0.6466902285913605	0.1356377668997344	18.204667937341828	0.227140459361208	0.4709163889774607	4.76777407482242	7.372577880460208	0.054930966246782	-0.004049289265057302	0.0	0.13536718025510103	-0.0006972513083426946	-0.0185952195276492	-0.004049289265057058	0.0	-0.11922766714525546
60	BDPN(p)	0.6544081951833314	0.1077613497900928	18.03055301681988	0.2278377106695507	0.4728795851454614	6.072754252410961	9.279764980188991	0.0554614159125982	0.007836949265939785	-0.20552105616902616	0.12450818699942892	0.0	-0.016632023359648473	0.2685508622873689	0.2586865992671934	-0.11072234816863322
60	BDPN(lambda)	0.64931951111732	0.05	18.01019975500385	0.4943937687031305	0.4759410804174493	12.9863902223464	20.0	0.0555240926587816	-1.709825448976166e-16	-0.6313711059769894	0.12323881885953225	0.26655605803357985	-0.013570528087660572	1.712755337994689	1.7127553379946892	-0.10971737870016086
61	BDPN(p)	0.2064155151299657	0.0552746049581301	20.02975128740075	0.4209871842928149	0.4513100223763345	3.734364366535468	18.091490672027213	0.0499257322595426	0.031723012574027126	0.08352252476919077	-0.08034219899464372	0.0	-0.007846501719745491	-0.04780658547564271	-0.07708425331257544	0.08736097155573874
61	BDPN(lambda)	0.200068732222017	0.05	20.052545654873043	0.541601189503523	0.4564545418803975	4.001374644440341	20.0	0.0498689800891681	0.0	-0.019873117510340328	-0.07929560497736983	0.12061400521070809	-0.0027019822156824636	0.020276066155701288	0.02027606615570138	0.08612493369863701
61	BDPN(psi)	0.1943338435134477	0.051013803307785	20.045146185955424	0.5643137050313863	0.4588452278956732	3.809436484101372	19.602537649793167	0.0498873887335701	-0.028664592637120595	0.0	-0.07963534855260161	0.14332652073857144	-0.0003112962004067632	-0.028664592637121088	0.0	0.08652586605467989
62	BDPN(lambda)	0.4979987090684101	0.1205895008696723	55.9722128632838	0.9	0.8317629794387561	4.129702050982238	8.292595895896069	0.0178660079500978	2.2293692823060017e-16	-0.31654846179740825	-0.07018293923480107	0.26975838809304375	-0.020403611230974006	0.46316153246197767	0.46316153246197744	0.0754803737167806
62	BDPN(p)	0.501699886641453	0.1470022139977938	55.95164912578141	0.6302416119069563	0.8193988416984627	3.412872996926307	6.802618632771119	0.017872574189046	0.0074321027457415105	-0.16685210112478205	-0.0705245464892708	0.0	-0.03276774897126744	0.20918759335024856	0.20026708505181176	0.07587564171048404
62	BDPN(psi)	0.4685251251343483	0.1764419188912947	56.35522388461198	0.9	0.8421214388499187	2.6554071055133166	5.667587420742668	0.0177445839279693	-0.05918405690086419	0.0	-0.06382031457027477	0.26975838809304375	-0.01004515181981136	-0.059184056900864396	0.0	0.06817100986439086
63	BDPN(psi)	0.5683399972510291	0.1700667461964559	86.74853898988502	0.2844941527216592	0.3216183444389832	3.341864355977624	5.880044290638868	0.0115275716645395	0.0007684836803534386	0.0	0.28261944958367985	0.018478848343303267	0.01478387024467559	0.0007684836803534234	0.0	-0.2203455200023792
63	BDPN(p)	0.5768437798101281	0.1592089782943336	86.48006724409468	0.2660153043783559	0.3208651424117202	3.623186242321729	6.2810528069043645	0.0115633582612447	0.015742473929816803	-0.06384415616195627	0.27864996390906205	0.0	0.014030668217412612	0.08501429608716067	0.06819821355834149	-0.21792513336267555
63	BDPN(lambda)	0.5679035726234536	0.1257097567207417	86.3863025471192	0.354881728425975	0.323298498159378	4.51757753286425	7.954832036000615	0.0115759092647188	0.0	-0.26082106271660166	0.27726360714241843	0.08886642404761907	0.016464023965070407	0.3528524009019529	0.3528524009019531	-0.21707626021125995
64	BDPN(p)	0.5474754570480251	0.1506048060359165	41.37669395920847	0.5491022262647783	0.2936928124672397	3.63517919154228	6.639894345480036	0.0241681948051687	-0.011720314390800913	-0.01624550407178214	0.0445924725527967	0.0	0.019431963075888015	0.004599917662090213	0.016513778731403295	-0.042688870276676866
64	BDPN(lambda)	0.553968137785356	0.0965581039985273	40.78944744707328	0.9	0.3007689446490161	5.737148047084735	10.356458532110896	0.0245161448018524	0.0	-0.3692799623924193	0.02976689739413226	0.3508977737352217	0.0265080952576644	0.5854895046511523	0.5854895046511523	-0.028906442292388063
64	BDPN(psi)	0.5171871320678709	0.1530918604786796	41.25102702146263	0.6785253048529304	0.3001720571332161	3.378279749496526	6.532025914854339	0.0242418206819361	-0.06639552567865646	0.0	0.041419895803492535	0.12942307858815205	0.025911207741864395	-0.06639552567865649	0.0	-0.03977252208297581
65	BDPN(p)	0.4406365890696275	0.1565249066878019	39.92577375452219	0.4302956615940088	0.1611144838473864	2.815121237851959	6.388759598461593	0.02504647764996	-0.014188362642332107	-0.02289702826716013	0.022262651238006585	0.0	0.0025428865409460044	0.008912740905273485	0.023433587789169295	-0.021777819243465456
65	BDPN(lambda)	0.4469784818636277	0.1450562957563266	39.85407277639302	0.4743991457664864	0.1618131739024702	3.0814138713047403	6.893875200562505	0.0250915384636005	0.0	-0.09448955663801745	0.020426813754947565	0.044103484172477614	0.003241576596029777	0.10434949406789427	0.1043494940678943	-0.02001791160287383
65	BDPN(psi)	0.4306632211409623	0.1601928468298621	40.32067789834689	0.4685598376094728	0.161516971809383	2.6884048174658	6.2424759893435295	0.0248011703206259	-0.03650122183654286	0.0	0.03237380799437088	0.038264176015464	0.002945374502942577	-0.03650122183654272	0.0	-0.03135861036349532
66	BDPN(p)	0.4942317470531815	0.1012617704302526	38.62035559649728	0.4413222974210153	0.2318040786120752	4.880733814481347	9.875395183701457	0.0258930811111096	0.005910249695852577	-0.11907799461111873	0.02973562535174441	0.0	-0.007770758244039916	0.14188343978510937	0.13517427636349216	-0.02887695115101767
66	BDPN(lambda)	0.4913278766198253	0.0523547265308701	38.31322356546817	0.8550730014165182	0.2355314442446508	9.384594461211094	19.100472225948234	0.0261006489911045	0.0	-0.5445425209217774	0.02154655538714803	0.4137507039955029	-0.004043392611464303	1.195594640412645	1.195594640412645	-0.021092093427875467
66	BDPN(psi)	0.486389033342282	0.1149497569714481	38.93075928609847	0.4504614601582974	0.2312298572412348	4.231318500856804	8.69945292923399	0.025686629758518	-0.010052031469333502	0.0	0.03801192764068461	0.009139162737282103	-0.008344979614880316	-0.010052031469333587	0.0	-0.036619933382735455
67	BDPN(psi)	0.3674289464338868	0.1086226070701464	47.057601632714125	0.1509681975008693	0.5274456744812738	3.382619478066919	9.206186695134454	0.0212505517770545	0.037738392212761436	0.0	-0.027985076115572542	-0.006824798707134511	-0.11782539021698402	0.0377383922127616	0.0	0.028790788523835355
67	BDPN(p)	0.3632550215975041	0.0866391611460585	46.9673899266012	0.1577929962080038	0.5281633470831048	4.192734749417983	11.542124678633185	0.0212913683635126	0.02594987611743509	-0.2023837073795458	-0.02984847589814623	0.0	-0.11710771761515304	0.28626995913890324	0.2537356737218129	0.03076681853979103
67	BDPN(lambda)	0.3540670261321073	0.0609321795353625	46.95088188735184	0.2407989585591609	0.5309755801733063	5.810838030611084	16.411689317951286	0.0212988544581393	0.0	-0.4390469794560016	-0.030189463537926238	0.08300596235115709	-0.11429548452495153	0.7826804801411426	0.7826804801411424	0.031129238550093183
68	BDPN(psi)	0.7849363258669061	0.187360311389489	33.29526844670383	0.1592476256970955	0.5056086159286497	4.18944823503822	5.337309660641929	0.030034297563953	-0.017952227881840033	0.0	-0.06043811280647584	-0.004659148226075799	-0.06325971814732712	-0.017952227881839887	0.0	0.06432584551402237
68	BDPN(p)	0.7876748191105362	0.1381269454834502	33.00222469554572	0.1639067739231713	0.5082046345456571	5.70254280476297	7.239717033486531	0.0303009875614527	-0.014526050368782057	-0.26277371947621997	-0.06870753824478132	0.0	-0.06066369953031969	0.336731985369627	0.3564356377658244	0.07377654288673761
68	BDPN(lambda)	0.7992852773077342	0.0733519883680922	32.8982022830859	0.2947396762177798	0.5097361108841026	10.896572745878276	13.632895607162506	0.0303967977154221	0.0	-0.6084977238556869	-0.07164295515897794	0.1308329022946085	-0.05913222319187417	1.5542635660983648	1.5542635660983648	0.07717176872530357
69	BDPN(psi)	0.2155093839239214	0.0645026683005085	19.65696596228288	0.5211350199499908	0.8379083828853189	3.3410925408526464	15.503234615677384	0.0508725508259395	-0.008210298369769725	0.0	-0.02432141926097578	0.0813150926014769	-0.057036289389353234	-0.00821029836976956	0.0	0.024927696211750457
69	BDPN(p)	0.2230609259261213	0.0521205022876508	19.63894971592433	0.4398199273485139	0.8261796566831894	4.279715584762736	19.18630780802997	0.0509192199412347	0.026542441640168456	-0.19196362474759968	-0.025215660300568654	0.0	-0.06876501559148274	0.2704161261546098	0.23756804845281385	0.02586793742331093
